"BehaviorSpace results (NetLogo 6.2.2)"
"Model_final-version.nlogo"
"10000_people_0pct_vacinated"
"01/31/2022 17:50:23:044 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-135","135","-135","135"
"[run number]","percentage-vacinated","Show-place-of-infection","crowd-size","[step]","r-number"
"9","0","false","10000","0","0"
"3","0","false","10000","0","0"
"4","0","false","10000","0","0"
"5","0","false","10000","0","0"
"8","0","false","10000","0","0"
"6","0","false","10000","0","0"
"7","0","false","10000","0","0"
"1","0","false","10000","0","0"
"2","0","false","10000","0","0"
"10","0","false","10000","0","0"
"4","0","false","10000","1","0.09"
"7","0","false","10000","1","0.08666666666666667"
"1","0","false","10000","1","0.10833333333333334"
"3","0","false","10000","1","0.11666666666666667"
"2","0","false","10000","1","0.085"
"6","0","false","10000","1","0.08666666666666667"
"8","0","false","10000","1","0.085"
"10","0","false","10000","1","0.09333333333333334"
"5","0","false","10000","1","0.07666666666666666"
"9","0","false","10000","1","0.11833333333333333"
"4","0","false","10000","2","0.195"
"7","0","false","10000","2","0.17833333333333334"
"1","0","false","10000","2","0.22833333333333333"
"3","0","false","10000","2","0.22833333333333333"
"6","0","false","10000","2","0.20166666666666666"
"2","0","false","10000","2","0.18666666666666668"
"8","0","false","10000","2","0.19833333333333333"
"10","0","false","10000","2","0.19833333333333333"
"5","0","false","10000","2","0.18166666666666667"
"9","0","false","10000","2","0.21666666666666667"
"4","0","false","10000","3","0.2783333333333333"
"7","0","false","10000","3","0.27666666666666667"
"6","0","false","10000","3","0.29"
"3","0","false","10000","3","0.31"
"1","0","false","10000","3","0.325"
"2","0","false","10000","3","0.28"
"10","0","false","10000","3","0.295"
"8","0","false","10000","3","0.31333333333333335"
"9","0","false","10000","3","0.31333333333333335"
"5","0","false","10000","3","0.28"
"4","0","false","10000","4","0.395"
"7","0","false","10000","4","0.395"
"6","0","false","10000","4","0.37666666666666665"
"1","0","false","10000","4","0.40166666666666667"
"3","0","false","10000","4","0.4066666666666667"
"2","0","false","10000","4","0.375"
"5","0","false","10000","4","0.365"
"10","0","false","10000","4","0.4166666666666667"
"8","0","false","10000","4","0.4116666666666667"
"9","0","false","10000","4","0.3883333333333333"
"7","0","false","10000","5","0.5"
"4","0","false","10000","5","0.49833333333333335"
"1","0","false","10000","5","0.5083333333333333"
"6","0","false","10000","5","0.4683333333333333"
"5","0","false","10000","5","0.4666666666666667"
"9","0","false","10000","5","0.49666666666666665"
"2","0","false","10000","5","0.4683333333333333"
"10","0","false","10000","5","0.5"
"3","0","false","10000","5","0.5033333333333333"
"8","0","false","10000","5","0.5133333333333333"
